SEF_DCM_Name|SEF_DCM_LEI|Trade_Date|Effective_Date|Internal_Prod_ID|Internal_Prod_Des|Asset_Class|Base_Prod|Sub_Prod|Tran_Type|Contract_Type|Curr_Code|Setl_Method|UPI|Block_Flag|Option_Flag|DCO_Name|DCO_LEI|Premium_Volatility_Other_Flag|First_Price|High_Price|Low_Price|Last_Price|Traded_Currency|Notional_Traded_Currency_DA|Notional_Traded_Currency_NDA|Total_Notional_USD_DA|Cleared_Notional_USD_DA|Un_Cleared_Notional_USD_DA|Total_Notional_USD_NDA|Cleared_Notional_USD_NDA|Un_Cleared_Notional_USD_NDA|Total_Trade_Count|Cleared_Trade_Count|Un_Cleared_Trade_Count
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20201013|1M-4M_FRA_3M_USDLIBOR_LCH|"1 Month by 4 Month Forward Rate Agreement - 3 Month LIBOR for USD"|IR|FRA||3M_ACT/360_vs_3M_3M_ACT/360|3M_USD-LIBOR-BBA|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.2525|0.2525|0.2525|0.2525|USD|1000000000.0|1000000000|1000000000|1000000000|0|1000000000|1000000000|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200831|10Y_OIS_3M_IBR_CME|"10 Year Overnight Index Swap - 3 Month IBR for COP"|IR|S|OIS|3M_ACT/360_vs_3M_3M_ACT/360|3M_COP-IBR-OIS-COMPOUND|COP|CASH||N|N|Chicago Mercantile Exchange|KJNXBSWZVIKEX4NFOL81|P|4.5|4.57|4.5|4.57|COP|28500000000.0|28500000000|746785540|746785540|0|746785540|746785540|0|3|3|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200831|4M_OIS_4M_FEDFUNDS_LCH|"4 Month Overnight Index Swap - 4 Month Fed Effective Rate"|IR|S|OIS|4M_ACT/360_vs_4M_4M_ACT/360|4M_USD-Federal Funds-H.15-OIS-COMPOUND|USD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.073|0.073|0.073|0.073|USD|500000000.0|500000000|500000000|500000000|0|500000000|500000000|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200828|1Y_IRS_3M-3M-3M_BBSW_LCH|"1 Year Interest Rate Swap - 3 Month BBSW Rate for AUD"|IR|S|FF|3M_ACT/365.FIXED_vs_3M_3M_ACT/365.FIXED|3M_AUD-BBR-BBSW|AUD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.115|0.115|0.115|0.115|AUD|300000000.0|300000000|217890000|217890000|0|217890000|217890000|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200828|12Y_IRS_6M-6M-6M_BBSW_LCH|"12 Year Interest Rate Swap - 6 Month BBSW Rate for AUD"|IR|S|FF|6M_ACT/365.FIXED_vs_6M_6M_ACT/365.FIXED|6M_AUD-BBR-BBSW|AUD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.9575|0.9575|0.9575|0.9575|AUD|13500000.0|13500000|9805050|9805050|0|9805050|9805050|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200828|15Y_IRS_6M-6M-6M_BBSW_LCH|"15 Year Interest Rate Swap - 6 Month BBSW Rate for AUD"|IR|S|FF|6M_ACT/365.FIXED_vs_6M_6M_ACT/365.FIXED|6M_AUD-BBR-BBSW|AUD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|1.08|1.08|1.08|1.08|AUD|11000000.0|11000000|7989300|7989300|0|7989300|7989300|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200828|25Y_IRS_6M-6M-6M_BBSW_LCH|"25 Year Interest Rate Swap - 6 Month BBSW Rate for AUD"|IR|S|FF|6M_ACT/365.FIXED_vs_6M_6M_ACT/365.FIXED|6M_AUD-BBR-BBSW|AUD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|1.19875|1.19875|1.19875|1.19875|AUD|37700000.0|37700000|27381510|27381510|0|27381510|27381510|0|2|2|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200828|30Y_IRS_6M-6M-6M_BBSW_LCH|"30 Year Interest Rate Swap - 6 Month BBSW Rate for AUD"|IR|S|FF|6M_ACT/365.FIXED_vs_6M_6M_ACT/365.FIXED|6M_AUD-BBR-BBSW|AUD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|1.19375|1.19375|1.19375|1.19375|AUD|32150000.0|32150000|23350546|23350546|0|23350546|23350546|0|2|2|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|2Y_IRS_6M-6M-3M_CDOR_LCH|"2 Year Interest Rate Swap - 3 Month CDOR Rate for CAD"|IR|S|FF|6M_ACT/365.FIXED_vs_6M_3M_ACT/365.FIXED|3M_CAD-BA-CDOR|CAD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.56|0.56|0.56|0.56|CAD|374000000.0|374000000|284875776|284875776|0|284875776|284875776|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|3Y_IRS_6M-6M-3M_CDOR_LCH|"3 Year Interest Rate Swap - 3 Month CDOR Rate for CAD"|IR|S|FF|6M_ACT/365.FIXED_vs_6M_3M_ACT/365.FIXED|3M_CAD-BA-CDOR|CAD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.6325|0.6325|0.6325|0.6325|CAD|500000000.0|500000000|380849984|380849984|0|380849984|380849984|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|4Y_IRS_6M-6M-3M_CDOR_LCH|"4 Year Interest Rate Swap - 3 Month CDOR Rate for CAD"|IR|S|FF|6M_ACT/365.FIXED_vs_6M_3M_ACT/365.FIXED|3M_CAD-BA-CDOR|CAD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.72|0.72|0.72|0.72|CAD|188000000.0|188000000|143199600|143199600|0|143199600|143199600|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200827|5Y_IRS_6M-6M-3M_CDOR_LCH|"5 Year Interest Rate Swap - 3 Month CDOR Rate for CAD"|IR|S|FF|6M_ACT/365.FIXED_vs_6M_3M_ACT/365.FIXED|3M_CAD-BA-CDOR|CAD|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|0.8025|0.8025|0.8|0.8|CAD|150000000.0|150000000|114255000|114255000|0|114255000|114255000|0|3|3|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200831|1Y_IRS_1Y-1Y-1Y_CLICP|"1 Year Interest Rate Swap - 1 Year SIRA Rate for CLP"|IR|S|FF|1Y_ACT/360_vs_1Y_1Y_ACT/360|1Y_CL-CLICP-Bloomberg|CLP|CASH||N|N|||P|0.445|0.445|0.445|0.445|CLP|16000000000.0|16000000000|2041600000|0|2041600000|2041600000|0|2041600000|2|0|2
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200831|18M_IRS_18M-18M-18M_CLICP|"18 Month Interest Rate Swap - 18 Month SIRA Rate for CLP"|IR|S|FF|18M_ACT/360_vs_18M_18M_ACT/360|18M_CL-CLICP-Bloomberg|CLP|CASH||N|N|||P|0.5|0.5|0.495|0.495|CLP|64000000000.0|64000000000|8166400000|0|8166400000|8166400000|0|8166400000|4|0|4
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200831|2Y_IRS_6M-6M-6M_CLICP|"2 Year Interest Rate Swap - 6 Month SIRA Rate for CLP"|IR|S|FF|6M_ACT/360_vs_6M_6M_ACT/360|6M_CL-CLICP-Bloomberg|CLP|CASH||N|N|||P|0.565|0.565|0.565|0.565|CLP|20000000000.0|20000000000|2552000000|0|2552000000|2552000000|0|2552000000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200831|2Y_IRS_6M-6M-6M_CLICP_CME|"2 Year Interest Rate Swap - 6 Month SIRA Rate for CLP"|IR|S|FF|6M_ACT/360_vs_6M_6M_ACT/360|6M_CL-CLICP-Bloomberg|CLP|CASH||N|N|Chicago Mercantile Exchange|KJNXBSWZVIKEX4NFOL81|P|0.565|0.565|0.565|0.565|CLP|20000000000.0|20000000000|2552000000|2552000000|0|2552000000|2552000000|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200831|4Y_IRS_6M-6M-6M_CLICP|"4 Year Interest Rate Swap - 6 Month SIRA Rate for CLP"|IR|S|FF|6M_ACT/360_vs_6M_6M_ACT/360|6M_CL-CLICP-Bloomberg|CLP|CASH||N|N|||P|0.97|0.97|0.97|0.97|CLP|6000000000.0|6000000000|765600000|0|765600000|765600000|0|765600000|1|0|1
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|1Y_IRS_6M-6M-6M_JPYLIBOR_LCH|"1 Year Interest Rate Swap - 6 Month LIBOR for JPY"|IR|S|FF|6M_ACT/365.FIXED_vs_6M_6M_ACT/360|6M_JPY-LIBOR-BBA|JPY|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|-0.03|-0.03|-0.03|-0.03|JPY|15000000000.0|15000000000|140535008|140535008|0|140535008|140535008|0|2|2|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200901|3Y_IRS_6M-6M-6M_JPYLIBOR_LCH|"3 Year Interest Rate Swap - 6 Month LIBOR for JPY"|IR|S|FF|6M_ACT/365.FIXED_vs_6M_6M_ACT/360|6M_JPY-LIBOR-BBA|JPY|CASH||N|N|LCH.Clearnet Limited|F226TOH6YD6XJB17KS62|P|-0.0325|-0.0325|-0.0325|-0.0325|JPY|10000000000.0|10000000000|93690000|93690000|0|93690000|93690000|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200828|9M_IRS_28D_TIIE_CME|"9 Month Interest Rate Swap - 28 Day TIIE for MXN"|IR|S|FF|28D_ACT/360_vs_28D_28D_ACT/360|28D_MXN-TIIE-Banxico|MXN|CASH||N|N|Chicago Mercantile Exchange|KJNXBSWZVIKEX4NFOL81|P|4.52|4.52|4.52|4.52|MXN|960000000.0|960000000|43353600|43353600|0|43353600|43353600|0|1|1|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200828|1Y_IRS_28D_TIIE_CME|"1 Year Interest Rate Swap - 28 Day TIIE for MXN"|IR|S|FF|28D_ACT/360_vs_28D_28D_ACT/360|28D_MXN-TIIE-Banxico|MXN|CASH||N|N|Chicago Mercantile Exchange|KJNXBSWZVIKEX4NFOL81|P|4.52|4.52|4.48|4.48|MXN|1790000000.0|1790000000|80836400|80836400|0|80836400|80836400|0|2|2|0
Tradition SEF Inc.|549300MBO45EHETL4438|20200827|20200828|2Y_IRS_28D_TIIE_CME|"2 Year Interest Rate Swap - 28 Day TIIE for MXN"|IR|S|FF|28D_ACT/360_vs_28D_28D_ACT/360|28D_MXN-TIIE-Banxico|MXN|CASH||N|N|Chicago Mercantile Exchange|KJNXBSWZVIKEX4NFOL81|P|4.59|4.6|4.54|4.54|MXN|3070000000.0|3070000000|138641200|138641200|0|138641200|138641200|0|10|10|0
